Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
TXEI6MMZ,journalArticle,2023,"Spitale, Giovanni; Biller-Andorno, Nikola; Germani, Federico",AI model GPT-3 (dis)informs us better than humans,Science Advances,,,10.1126/sciadv.adh1850,https://www.science.org/doi/10.1126/sciadv.adh1850,,2023-06,2025-08-27 10:04:36,2025-08-27 10:04:36,,eadh1850,,26,9,,Science Advances,,,,,,,,,,,,,,,Publisher: American Association for the Advancement of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2BA45HJA,conferencePaper,2024,"Teigen, Cassandra; Madsen, Jens Koed; George, Nicole Lauren; Yousefi, Sayeh",Persuasiveness of arguments with AI-source labels,,,,,https://escholarship.org/uc/item/6t82g70v,,2024,2025-08-27 10:04:36,2025-08-27 10:04:36,,,,,46,,,,,,,,,,,,,,,,,Issue: 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of the Annual Meeting of the Cognitive Science Society,,,,,,,,,,,,,,,
6NFLD4HF,journalArticle,2024,"Uscinski, Joseph; Littrell, Shane; Klofstad, Casey",The importance of epistemology for the study of misinformation,Current opinion in psychology,,,,,,2024,2025-08-27 10:04:36,2025-08-27 10:04:36,,101789,,,,,Current opinion in psychology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHB7E69W,journalArticle,2023,"Zhang, Yunhao; Gosline, Renée","Human favoritism, not AI aversion: People’s perceptions (and bias) toward generative AI, human experts, and human–GAI collaboration in persuasive content generation",Judgment and Decision Making,,1930-2975,10.1017/jdm.2023.37,https://www.cambridge.org/core/journals/judgment-and-decision-making/article/human-favoritism-not-ai-aversion-peoples-perceptions-and-bias-toward-generative-ai-human-experts-and-humangai-collaboration-in-persuasive-content-generation/419C4BD9CE82673EAF1D8F6C350C4FA8,,2023-01,2025-08-27 10:04:36,2025-08-27 10:04:36,,e41,,,18,,Judgment and Decision Making,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZBMJ2IGT,conferencePaper,2023,"Zhou, Jiawei; Zhang, Yixuan; Luo, Qianni; Parker, Andrea G; De Choudhury, Munmun",Synthetic Lies: Understanding AI-Generated Misinformation and Evaluating Algorithmic and Human Solutions,,978-1-4503-9421-5,,10.1145/3544548.3581318,https://dl.acm.org/doi/10.1145/3544548.3581318,,2023-04,2025-08-27 10:04:36,2025-08-27 10:04:36,,1-20,,,,,,,,,,,Association for Computing Machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,,,,,,,,,,,,,,,
HJSGK6KD,journalArticle,2025,"Bozdag, Nimet Beyza; Mehri, Shuhaib; Tur, Gokhan; Hakkani-Tür, Dilek",Persuade Me if You Can: A Framework for Evaluating Persuasion Effectiveness and Susceptibility Among Large Language Models,arXiv preprint arXiv:2503.01829,,,,https://arxiv.org/abs/2503.01829,,2025,2025-08-27 11:18:26,2025-08-27 11:18:26,,,,,,,arXiv preprint arXiv:2503.01829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNFLV5ZB,journalArticle,2024,"Han, Chi; Wang, Qifan; Peng, Hao; Xiong, Wenhan; Chen, Yu; Ji, Heng; Wang, Sinong",LM-Infinite: Zero-Shot Extreme Length Generalization for Large Language Models,Proceedings of the 2024 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies (Volume 1: Long Papers),,,10.18653/v1/2024.naacl-long.222,https://doi.org/10.18653/v1/2024.naacl-long.222,,2024,2025-08-27 11:18:26,2025-08-27 11:18:26,,3991-4008,,,,,,,,,,,,,,,,,,,,"Place: Mexico City, Mexico Publisher: Association for Computational Linguistics",,,,,,"Duh, Kevin; Gomez, Helena; Bethard, Steven",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTHPBFWP,journalArticle,2024,"Furumai, Kazuaki; Legaspi, Roberto; Vizcarra Romero, Julio Cesar; Yamazaki, Yudai; Nishimura, Yasutaka; Semnani, Sina; Ikeda, Kazushi; Shi, Weiyan; Lam, Monica",Zero-shot Persuasive Chatbots with LLM-Generated Strategies and Information Retrieval,Findings of the Association for Computational Linguistics: EMNLP 2024,,,10.18653/v1/2024.findings-emnlp.656,https://doi.org/10.18653/v1/2024.findings-emnlp.656,,2024,2025-08-27 11:18:26,2025-08-27 11:18:26,,11224-11249,,,,,,,,,,,,,,,,,,,,"Place: Miami, Florida, USA Publisher: Association for Computational Linguistics",,,,,,"Al-Onaizan, Yaser; Bansal, Mohit; Chen, Yun-Nung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2Q2CZ39X,journalArticle,2022,"Samad, Azlaan Mustafa; Mishra, Kshitij; Firdaus, Mauajama; Ekbal, Asif",Empathetic Persuasion: Reinforcing Empathy and Persuasiveness in Dialogue Systems,Findings of the Association for Computational Linguistics: NAACL 2022,,,10.18653/v1/2022.findings-naacl.63,https://doi.org/10.18653/v1/2022.findings-naacl.63,,2022,2025-08-27 11:18:26,2025-08-27 11:18:26,,844-856,,,,,,,,,,,,,,,,,,,,"Place: Seattle, United States Publisher: Association for Computational Linguistics",,,,,,"Carpuat, Marine; de Marneffe, Marie-Catherine; Meza Ruiz, Ivan Vladimir",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QGERKFXQ,journalArticle,2025,"Bai, Hui; Voelkel, Jan G; Muldowney, Shane; Eichstaedt, Johannes C; Willer, Robb",AI-Generated Messages Can Be Used to Persuade Humans on Policy Issues,,,,10.31219/osf.io/stakv_v5,https://doi.org/10.31219/osf.io/stakv_v5,,2025,2025-08-27 11:18:26,2025-08-27 11:18:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46RBX6YF,journalArticle,2024,"Jin, Chuhao; Ren, Kening; Kong, Lingzhen; Wang, Xiting; Song, Ruihua; Chen, Huan",Persuading across Diverse Domains: a Dataset and Persuasion Large Language Model,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),,,10.18653/v1/2024.acllong.92,https://doi.org/10.18653/v1/2024.acllong.92,,2024,2025-08-27 11:18:26,2025-08-27 11:18:26,,1678-1706,,,,,,,,,,,,,,,,,,,,"Place: Bangkok, Thailand Publisher: Association for Computational Linguistics",,,,,,"Ku, Lun-Wei; Martins, Andre; Srikumar, Vivek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN7NXBAU,journalArticle,2022,"Tiwari, Abhisek; Saha, Sriparna; Sengupta, Shubhashis; Maitra, Anutosh; Ramnani, Roshni; Bhattacharyya, Pushpak",Persona or Context? Towards Building Context adaptive Personalized Persuasive Virtual Sales Assistant,Proceedings of the 2nd Conference of the Asia-Pacific Chapter of the Association for Computational Linguistics and the 12th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),,,10.18653/v1/2022.aacl-main.76,https://doi.org/10.18653/v1/2022.aacl-main.76,,2022,2025-08-27 11:18:26,2025-08-27 11:18:26,,1035-1047,,,,,,,,,,,,,,,,,,,,Place: Online only Publisher: Association for Computational Linguistics,,,,,,"He, Yulan; Ji, Heng; Li, Sujian; Liu, Yang; Chang, Chua-Hui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMIXEQYT,journalArticle,2023,"Tiwari, Abhisek; Khandwe, Abhijeet; Saha, Sriparna; Ramnani, Roshni; Maitra, Anutosh; Sengupta, Shubhashis",Towards personalized persuasive dialogue generation for adversarial task oriented dialogue setting,Expert Systems with Applications,,,,,,2023,2025-08-27 11:18:26,2025-08-27 11:18:26,,118775,,,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFSS3GIW,journalArticle,2019,"Wang, Xuewei; Shi, Weiyan; Kim, Richard; Oh, Yoojung; Yang, Sijia; Zhang, Jingwen; Yu, Zhou",Persuasion for Good: Towards a Personalized Persuasive Dialogue System for Social Good,Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics,,,10.18653/v1/P19-1566,https://doi.org/10.18653/v1/P19-1566,,2019,2025-08-27 11:18:26,2025-08-27 11:18:26,,5635-5649,,,,,,,,,,,,,,,,,,,,"Place: Florence, Italy Publisher: Association for Computational Linguistics",,,,,,"Korhonen, Anna; Traum, David; Màrquez, Lluís",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W8DLXIPY,journalArticle,2021,"Liu, Siyang; Zheng, Chujie; Demasi, Orianna; Sabour, Sahand; Li, Yu; Yu, Zhou; Jiang, Yong; Huang, Minlie",Towards Emotional Support Dialog Systems,Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),,,10.18653/v1/2021.acl-long.269,https://doi.org/10.18653/v1/2021.acl-long.269,,2021,2025-08-27 11:18:26,2025-08-27 11:18:26,,3469-3483,,,,,,,,,,,,,,,,,,,,Place: Online Publisher: Association for Computational Linguistics,,,,,,"Zong, Chengqing; Xia, Fei; Li, Wenjie; Navigli, Roberto",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLQR745R,journalArticle,2024,"Du, Yilun; Li, Shuang; Torralba, Antonio; Tenenbaum, Joshua B.; Mordatch, Igor",Improving Factuality and Reasoning in Language Models through Multiagent Debate,Forty-first International Conference on Machine Learning,,,,https://openreview.net/forum?id=zj7YuTE4t8,,2024,2025-08-27 11:18:26,2025-08-27 11:18:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z7ZCCZYC,journalArticle,2023,"Cloudy, J; Banks, J; Bowman, ND",The Str(Al)ght Scoop: artificial intelligence cues reduce perceptions of hostile media bias,Digital Journalism,,,10.1080/21670811.2021.1969974,,,2023,2025-08-27 12:13:24,2025-08-27 12:13:24,,1577-1596,,,11,,Digital Journalism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHGW8JXS,journalArticle,2024,"Huang, M-H; Rust, RT",The caring machine: feeling Al for customer care,J Mark,,,10.1177/00222429231224748,,,2024,2025-08-27 12:13:24,2025-08-27 12:13:24,,,,,,,J Mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QCXZDDJL,journalArticle,2023,"Huang, G; Wang, S",Is artificial intelligence more persuasive than humans? A meta-analysis,J Commun,,,10.1093/joc/jqad024,,,2023,2025-08-27 12:13:24,2025-08-27 12:13:24,,552-562,,,73,,J Commun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WRP3ZBXX,journalArticle,2021,"Cabrera-Sánchez, J-P; Villarejo-Ramos, ÁF; Liébana-Cabanillas, F; Shaikh, AA",Identifying relevant segments of Al applications adopters expanding the UTAUT2's variables,Telematics Inf,,,10.1016/j.tele.2020.101529,,,2021,2025-08-27 12:13:24,2025-08-27 12:13:24,,,,,58,,Telematics Inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EG3AEKVL,journalArticle,2022,"Yang, Y; Liu, Y; Lv, X; Ai, J; Li, Y",Anthropomorphism and customers' willingness to use artificial intelligence service agents,J Hospit Market Manag,,,10.1080/19368623.2021.1926037,,,2022,2025-08-27 12:13:24,2025-08-27 12:13:24,,1-23,,,31,,J Hospit Market Manag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74CJ7HUM,journalArticle,2020,"Salles, A; Evers, K; Farisco, M",Anthropomorphism in AI,AJOB Neurosci,,,10.1080/21507740.2020.1740350,,,2020,2025-08-27 12:13:24,2025-08-27 12:13:24,,88-95,,,11,,AJOB Neurosci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIFVDBWB,conferencePaper,2021,"Li, M; Suh, A",Machinelike or humanlike? A literature review of anthropomorphism in Al-enabled technology,54th P Ann HISCSS,,,10.24251/hicss.2021.493,,,2021,2025-08-27 12:13:24,2025-08-27 12:13:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI32N5ZQ,journalArticle,2023,"Bergner, AS; Hildebrand, C; Häubl, G",Machine talk: how verbal embodiment in conversational Al shapes consumer-brand relationships,J Consum Res,,,10.1093/jcr/ucad014,,,2023,2025-08-27 12:13:24,2025-08-27 12:13:24,,742-764,,,50,,J Consum Res,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YSULTQQI,journalArticle,2021,"Li, X; Sung, Y",Anthropomorphism brings us closer: the mediating role of psychological distance in User-Al assistant interactions,Comput Hum Behav,,,10.1016/j.chb.2021.106680,,,2021,2025-08-27 12:13:24,2025-08-27 12:13:24,,,,,118,,Comput Hum Behav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9EX3J6G7,journalArticle,2023,"Zhang, A; Patrick Rau, P-L",Tools or peers? Impacts of anthropomorphism level and social role on emotional attachment and disclosure tendency towards intelligent agents,Comput Hum Behav,,,10.1016/j.chb.2022.107415,,,2023,2025-08-27 12:13:24,2025-08-27 12:13:24,,,,,138,,Comput Hum Behav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQSKQP5B,journalArticle,2022,"Zhao, J; Wu, M; Zhou, L; Wang, X; Jia, J",Cognitive psychology-based artificial intelligence review,Front Neurosci,,,10.3389/fnins.2022.1024316,,,2022,2025-08-27 12:13:24,2025-08-27 12:13:24,,,,,16,,Front Neurosci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSAWS4ZU,journalArticle,2024,"Jin, J; Walker, J; Reczek, RW",Avoiding embarrassment online: response to and inferences about chatbots when purchases activate self-presentation concerns,J Consum Psychol,,,10.1002/jcpy.1414,,,2024,2025-08-27 12:13:24,2025-08-27 12:13:24,,,,,,,J Consum Psychol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YGX5CBXP,book,2021,"Rust, RT; Huang, M-H",The feeling economy: how artificial intelligence is creating the era of empathy,,,,,,,2021,2025-08-27 12:13:24,2025-08-27 12:13:24,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1007/978-3-030-74567-2_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LJ3Q7VX3,journalArticle,2022,"Crolic, C; Thomaz, F; Hadi, R; Stephen, AT",Blame the bot: anthropomorphism and anger in customer-chatbot interactions,J Mark,,,10.1177/00222429211045687,,,2022,2025-08-27 12:13:24,2025-08-27 12:13:24,,132-148,,,86,,J Mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS4PUHH8,journalArticle,2023,"Han, E; Yin, D; Zhang, H",Bots with feelings: should Al agents express positive emotion in customer service?,Inf Syst Res,,,10.1287/isre.2022.1179,,,2023,2025-08-27 12:13:24,2025-08-27 12:13:24,,1296-1311,,,34,,Inf Syst Res,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN5YPLNG,journalArticle,2024,"Ismatullaev, UVU; Kim, S-H",Review of the factors affecting acceptance of Al-infused systems,Hum Factors,,,10.1177/00187208211064707,,,2024,2025-08-27 12:13:24,2025-08-27 12:13:24,,126-144,,,66,,Hum Factors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGNUP8HC,journalArticle,2023,"Choung, H; David, P; Ross, A",Trust in Al and its role in the acceptance of Al technologies,Int J Hum Comput Stud,,,10.1080/10447318.2022.2050543,,,2023,2025-08-27 12:13:24,2025-08-27 12:13:24,,1727-1739,,,39,,Int J Hum Comput Stud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKZRL6NE,journalArticle,2020,"Asan, O; Bayrak, AE; Choudhury, A",Artificial intelligence and human trust in healthcare: focus on clinicians,J Med Internet Res,,,10.2196/15154,,,2020,2025-08-27 12:13:24,2025-08-27 12:13:24,,,,,22,,J Med Internet Res,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJ2CC5KH,journalArticle,2023,"Rhue, L","The anchoring effect, algorithmic fairness, and the limits of information transparency for emotion artificial intelligence",Inf Syst Res,,,10.1287/isre.2019.0493,,,2023,2025-08-27 12:13:24,2025-08-27 12:13:24,,,,,,,Inf Syst Res,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7A3MJQ46,journalArticle,2024,"Boyaco, T; Canyakmaz, C; de Véricourt, F",Human and machine: the impact of machine input on decision making under cognitive limitations,Manag Sci,,,10.1287/mnsc.2023.4744,,,2024,2025-08-27 12:13:24,2025-08-27 12:13:24,,1258-1275,,,70,,Manag Sci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTGBYMQ,conferencePaper,2020,"Nicodeme, C",Build confidence and acceptance of Al-based decision support systems explainable and liable Al,13th International C Hum Syst Interact,,,10.1109/HSI49210.2020.9142668,,,2020,2025-08-27 12:13:24,2025-08-27 12:13:24,,20-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774ZHPD3,journalArticle,2020,"Fan, W; Liu, J; Zhu, S; Pardalos, PM",Investigating the impacting factors for the healthcare professionals to adopt artificial intelligence-based medical diagnosis support system (AIMDSS),Ann Oper Res,,,10.1007/s10479-018-2818-y,,,2020,2025-08-27 12:13:24,2025-08-27 12:13:24,,567-592,,,294,,Ann Oper Res,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QFC8NY6I,journalArticle,2022,"Lebovitz, S; Lifshitz-Assaf, H; Levina, N",To engage or not to engage with Al for critical judgments: how professionals deal with opacity when using Al for medical diagnosis,Organ Sci,,,10.1287/orsc.2021.1549,,,2022,2025-08-27 12:13:24,2025-08-27 12:13:24,,126-148,,,33,,Organ Sci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNTRL4L8,journalArticle,2023,"Bauer, K; von Zahn, M; Hinz, O",Expl(Al)ned: the impact of explainable artificial intelligence on users' information processing,Inf Syst Res,,,10.1287/isre.2023.1199,,,2023,2025-08-27 12:13:24,2025-08-27 12:13:24,,1582-1602,,,34,,Inf Syst Res,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2XGSQ9M4,journalArticle,2023,"Zhang, G; Chong, L; Kotovsky, K; Cagan, J",Trust in an Al versus a Human teammate: the effects of teammate identity and per- formance on Human-Al cooperation,Comput Hum Behav,,,10.1016/j.chb.2022.107536,,,2023,2025-08-27 12:13:24,2025-08-27 12:13:24,,,,,139,,Comput Hum Behav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIPCTIRI,journalArticle,2024,"Xie, C; Fu, T; Yang, C; Chang, E-C; Zhao, M",Not a good judge of talent: the influence of subjective socioeconomic status on Al aversion,Market Lett,,,10.1007/s11002-024-09725-7,,,2024,2025-08-27 12:13:24,2025-08-27 12:13:24,,,,,,,Market Lett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EEKZDLEE,journalArticle,2022,"Longoni, C; Cian, L","Artificial intelligence in utilitarian vs. Hedonic contexts: the ""word-of-machine"" effect",J Mark,,,10.1177/0022242920957347,,,2022,2025-08-27 12:13:24,2025-08-27 12:13:24,,91-108,,,86,,J Mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5WDKEJF,journalArticle,2021,"Puntoni, S; Reczek, RW; Giesler, M; Botti, S",Consumers and artificial intelligence: an experiential perspective,J Mark,,,10.1177/0022242920953847,,,2021,2025-08-27 12:13:24,2025-08-27 12:13:24,,131-151,,,85,,J Mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSQVC5BG,journalArticle,2022,"Kim, JH; Kim, M; Kwak, DW; Lee, S",Home-tutoring services assisted with technology: investigating the role of artificial intelligence using a randomized field experiment,J Mark Res,,,10.1177/00222437211050351,,,2022,2025-08-27 12:13:24,2025-08-27 12:13:24,,79-96,,,59,,J Mark Res,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JXUSZQ49,journalArticle,2018,"Kim, S; Zhang, K; Park, D",Don't want to look dumb? The role of theories of intelligence and humanlike features in online help seeking,Psychol Sci,,,10.1177/0956797617730595,,,2018,2025-08-27 12:13:24,2025-08-27 12:13:24,,171-180,,,29,,Psychol Sci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6VUWY26Q,journalArticle,2023,"Jackson, JC; Yam, KC; Tang, PM; Liu, T; Shariff, A",Exposure to robot preachers undermines religious commitment,J Exp Psychol Gen,,,10.1037/xge0001443,,,2023,2025-08-27 12:13:24,2025-08-27 12:13:24,,3344-3358,,,152,,J Exp Psychol Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8ADMEC2,journalArticle,2021,"Granulo, A; Fuchs, C; Puntoni, S",Preference for human (vs. Robotic) labor is stronger in symbolic consumption contexts,J Consum Psychol,,,10.1002/jcpy.1181,,,2021,2025-08-27 12:13:24,2025-08-27 12:13:24,,72-80,,,31,,J Consum Psychol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6TRBCUP9,journalArticle,2018,"Huang, M-H; Rust, RT",Artificial intelligence in service,J Serv Res,,,10.1177/1094670517752459,,,2018,2025-08-27 12:13:24,2025-08-27 12:13:24,,155-172,,,21,,J Serv Res,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBRAZDGP,journalArticle,2023,"Castelo, N; Boegershausen, J; Hildebrand, C; Henkel, AP",Understanding and improving consumer reactions to service bots,J Consum Res,,,10.1093/jcr/ucad023,,,2023,2025-08-27 12:13:24,2025-08-27 12:13:24,,848-863,,,50,,J Consum Res,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L63G63IF,journalArticle,2020,"Ischen, C; Araujo, T; van Noort, G; Voorveld, H; Smit, E","“I am here to assist you today”: The role of entity, interactivity and experiential perceptions in chatbot persuasion",Journal of Broadcasting & Electronic Media,,,10.1080/08838151.2020.1834297,,,2020,2025-08-27 12:29:47,2025-08-27 12:29:47,,615-639,,4,64,,Journal of Broadcasting & Electronic Media,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XG54Z8TW,journalArticle,2021,"Croes, EAJ; Antheunis, ML",Can we be friends with Mitsuku? A longitudinal study on the process of relationship formation between humans and a social chatbot,Journal of Social and Personal Relationships,,,10.1177/0265407520959463,,,2021,2025-08-27 12:29:47,2025-08-27 12:29:47,,279-300,,1,38,,Journal of Social and Personal Relationships,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMD32WRL,journalArticle,2020,"Abd-Alrazaq, A. A.; Rababeh, A.; Alajlani, M.; Bewick, B. M.; Househ, M.",Effectiveness and safety of using chatbots to improve mental health: Systematic review and meta-analysis,Journal of Medical Internet Research,,,10.2196/16021,,,2020,2025-08-27 12:46:47,2025-08-27 12:46:47,,e16021,,7,22,,Journal of Medical Internet Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNEUWYTT,journalArticle,2021,"Blut, M.; Wang, C.; Wünderlich, N. V.; Brock, C.","Understanding anthropomorphism in service provision: A meta-analysis of physical robots, chatbots, and other AI",Journal of the Academy of Marketing Science,,,10.1007/s11747-020-00762-y,,,2021,2025-08-27 12:46:47,2025-08-27 12:46:47,,632-658,,,49,,Journal of the Academy of Marketing Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F8AU8Y6C,journalArticle,2020,"Borges, A. F.; Laurindo, F. J.; Spínola, M. M.; Gonçalves, R. F.; Mattos, C. A.",The strategic use of artificial intelligence in the digital era: Systematic literature review and future research directions,International Journal of Information Management,,,10.1016/j.ijinfomgt.2020.102225,,,2020,2025-08-27 12:46:48,2025-08-27 12:46:48,,,,,102225,,International Journal of Information Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
